Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg),Date_Sell,Year,Month,Day,DayOfWeek,Quarter,Days_to_Sell,Days_to_Expire,Expire,Sales_Velocity,Quantity_Sold_Hist_Mean,Sales_Velocity_Hist_Mean,Sales_Volatility_Hist,Quantity_Sold_Before_Expire,Quantity_Lost,Capacity_Utilization,Sales_Trend_7d,Seasonal_Volatility,Stock_Efficiency,Value_Lost,Revenue_Before_Losses,Real_Revenue
Chandigarh,221.13,58,Small,2021-08-05,10,Ghee,Raj,494.79,18.045,37262.634900000005,148,Ambient,2021-06-15,2021-11-10,319,72.18,23025.42,Madhya Pradesh,Wholesale,175,40.11,135.16,2021-08-05,2021,8,5,3,3,51,97,0,6.254901960784314,188.0,6.563383492932056,43.34753878230251,175.0,0.0,0.9529996178830724,141.85714285714286,52.379284671134336,0.06448352536891044,0.0,17269.065000000002,17269.065000000002
Madhya Pradesh,466.39,99,Large,2021-08-05,10,Ghee,Sudha,14.49,25.275,1402.3422,61,Ambient,2021-06-24,2021-08-24,11,101.1,1112.1,Delhi,Retail,3,76.4,54.61,2021-08-05,2021,8,5,3,3,42,19,0,0.2619047619047619,188.0,6.563383492932056,43.34753878230251,3.0,0.0,0.03990392488672963,84.0,52.379284671134336,0.013784461152882206,0.0,834.0749999999998,834.0749999999998
Jharkhand,164.55,73,Large,2021-08-08,10,Ghee,Mother Dairy,330.06,22.3625,31111.4556,141,Ambient,2021-06-30,2021-11-18,158,89.45,14133.1,Maharashtra,Wholesale,172,78.45,94.12,2021-08-08,2021,8,8,6,3,39,102,0,4.051282051282051,188.0,6.563383492932056,43.34753878230251,172.0,0.0,0.6172551178282932,101.71428571428571,52.379284671134336,0.03971845148315736,0.0,10599.825,10599.825
Delhi,130.98,27,Small,2021-08-10,10,Ghee,Amul,746.02,14.1775,41754.7394,93,Ambient,2021-07-26,2021-10-27,32,56.71,1814.72,Gujarat,Retail,714,86.9,28.0,2021-08-10,2021,8,10,1,3,15,78,0,2.1333333333333333,188.0,6.563383492932056,43.34753878230251,511.94391244870036,202.05608755129964,0.3250356063500886,101.28571428571429,52.379284671134336,0.02735042735042735,2864.6501812585507,1361.04,-1503.6101812585507
Chandigarh,780.15,44,Small,2021-08-21,10,Ghee,Mother Dairy,127.41,24.085,11891.1753,84,Ambient,2021-07-04,2021-09-26,32,96.34,3082.88,Chandigarh,Wholesale,95,41.59,194.87,2021-08-21,2021,8,21,5,3,48,36,0,0.6666666666666666,188.0,6.563383492932056,43.34753878230251,95.0,0.0,0.10157362698440268,95.0,52.379284671134336,0.018518518518518517,0.0,2312.16,2312.16
Madhya Pradesh,795.25,62,Small,2021-08-21,10,Ghee,Raj,706.78,7.275,21479.0442,63,Ambient,2021-07-09,2021-09-10,364,29.1,10592.4,Maharashtra,Online,342,16.63,176.95,2021-08-21,2021,8,21,5,3,43,20,0,8.465116279069768,188.0,6.563383492932056,43.34753878230251,131.2676698586411,210.7323301413589,1.2897488449647412,145.71428571428572,52.379284671134336,0.42325581395348844,1533.077701778386,7944.300000000001,6411.222298221615
West Bengal,424.41,84,Medium,2021-09-01,10,Ghee,Amul,84.83,8.875,3255.7754,126,Ambient,2021-07-19,2021-11-22,40,35.5,1420.0,Haryana,Retail,44,81.18,135.9,2021-09-01,2021,9,1,2,3,44,82,0,0.9090909090909091,188.0,6.563383492932056,43.34753878230251,44.0,0.0,0.1385094913423673,136.57142857142858,36.8390875610854,0.011086474501108647,0.0,1065.0,1065.0
Telangana,139.4,84,Large,2021-09-03,10,Ghee,Amul,271.36,18.1525,19855.4112,85,Ambient,2021-07-27,2021-10-20,73,72.61,5300.53,Rajasthan,Wholesale,198,28.13,45.83,2021-09-03,2021,9,3,4,3,38,47,0,1.9210526315789473,188.0,6.563383492932056,43.34753878230251,198.0,0.0,0.29269242512610777,101.42857142857143,36.8390875610854,0.040873460246360585,0.0,3975.3974999999996,3975.3974999999996
Karnataka,620.6,62,Large,2021-09-03,10,Ghee,Sudha,109.52,2.21,1489.472,116,Ambient,2021-08-16,2021-12-10,42,8.84,371.28,Madhya Pradesh,Online,67,20.7,42.63,2021-09-03,2021,9,3,4,3,18,98,0,2.3333333333333335,188.0,6.563383492932056,43.34753878230251,67.0,0.0,0.3555076944454094,105.85714285714286,36.8390875610854,0.02380952380952381,0.0,278.46,278.46
Kerala,651.81,81,Large,2021-09-15,10,Ghee,Sudha,176.44,11.4,8079.187599999999,89,Ambient,2021-07-25,2021-10-22,123,45.6,5608.8,Maharashtra,Wholesale,53,68.31,174.99,2021-09-15,2021,9,15,2,3,52,37,0,2.3653846153846154,188.0,6.563383492932056,43.34753878230251,53.0,0.0,0.3603910418965826,100.85714285714286,36.8390875610854,0.06392931392931393,0.0,4206.6,4206.6
Karnataka,598.87,42,Small,2021-09-16,10,Ghee,Raj,194.18,15.82,12549.8534,142,Ambient,2021-07-31,2021-12-20,58,63.28,3670.24,Madhya Pradesh,Wholesale,136,27.54,159.68,2021-09-16,2021,9,16,3,3,47,95,0,1.2340425531914894,188.0,6.563383492932056,43.34753878230251,136.0,0.0,0.1880192669711284,104.57142857142857,36.8390875610854,0.012989921612541993,0.0,2752.68,2752.68
Haryana,976.93,89,Large,2021-09-19,10,Ghee,Mother Dairy,248.46,16.0075,14803.2468,65,Ambient,2021-08-02,2021-10-06,204,64.03,13062.12,Telangana,Wholesale,44,98.25,24.83,2021-09-19,2021,9,19,6,3,48,17,0,4.25,188.0,6.563383492932056,43.34753878230251,44.0,0.0,0.6475318720255671,129.14285714285714,36.8390875610854,0.25,0.0,9796.59,9796.59
Tamil Nadu,683.51,39,Medium,2021-09-21,10,Ghee,Amul,792.04,13.5375,42152.3688,63,Ambient,2021-08-14,2021-10-16,423,54.15,22905.45,Jharkhand,Retail,369,21.84,146.23,2021-09-21,2021,9,21,1,3,38,25,0,11.131578947368421,188.0,6.563383492932056,43.34753878230251,164.0845873233014,204.9154126766986,1.696012271621145,137.57142857142858,36.8390875610854,0.44526315789473686,2774.0423991108073,17179.087499999998,14405.04510088919
Haryana,790.14,77,Small,2021-09-24,10,Ghee,Sudha,625.8,9.7725,25970.7,92,Ambient,2021-09-03,2021-12-04,602,39.09,23532.18,Jharkhand,Online,23,10.38,143.79,2021-09-24,2021,9,24,4,3,21,71,0,28.666666666666668,188.0,6.563383492932056,43.34753878230251,23.0,0.0,4.367665960329315,217.85714285714286,36.8390875610854,0.40375586854460094,0.0,17649.135000000002,17649.135000000002
Madhya Pradesh,550.92,83,Large,2021-10-01,10,Ghee,Raj,739.51,6.075,17482.0164,66,Ambient,2021-08-31,2021-11-05,327,24.3,7946.1,Jharkhand,Wholesale,412,40.66,199.71,2021-10-01,2021,10,1,4,4,31,35,0,10.548387096774194,188.0,6.563383492932056,43.34753878230251,229.71842225262196,182.28157774737804,1.6071569043822425,254.14285714285714,18.81448534853301,0.3013824884792627,1107.3605848153215,5959.575000000001,4852.214415184679
Maharashtra,566.53,54,Large,2021-10-01,10,Ghee,Amul,539.25,5.8225,10439.88,148,Ambient,2021-09-06,2022-02-01,467,23.29,10876.43,Chandigarh,Retail,72,91.36,158.71,2021-10-01,2021,10,1,4,4,25,123,0,18.68,188.0,6.563383492932056,43.34753878230251,72.0,0.0,2.8460930281029633,314.85714285714283,18.81448534853301,0.15186991869918698,0.0,8157.3225,8157.3225
Bihar,808.56,49,Medium,2021-10-03,10,Ghee,Amul,845.75,6.7475,26209.7925,130,Ambient,2021-09-11,2022-01-19,369,26.99,9959.31,Chandigarh,Wholesale,476,35.48,189.82,2021-10-03,2021,10,3,6,4,22,108,0,16.772727272727273,188.0,6.563383492932056,43.34753878230251,476.0,0.0,2.5555001152666765,350.0,18.81448534853301,0.1553030303030303,0.0,7469.4825,7469.4825
Haryana,161.28,26,Large,2021-10-06,10,Ghee,Sudha,434.35,9.915,17061.268,131,Ambient,2021-08-14,2021-12-23,75,39.66,2974.5,Kerala,Wholesale,359,23.38,162.88,2021-10-06,2021,10,6,2,4,53,78,0,1.4150943396226414,188.0,6.563383492932056,43.34753878230251,359.0,0.0,0.21560439690085476,352.42857142857144,18.81448534853301,0.018142235123367198,0.0,2230.875,2230.875
Gujarat,704.5,60,Large,2021-10-06,10,Ghee,Mother Dairy,443.88,8.5675,16601.112,92,Ambient,2021-09-28,2021-12-29,111,34.27,3803.97,Telangana,Wholesale,332,87.01,55.14,2021-10-06,2021,10,6,2,4,8,84,0,13.875,188.0,6.563383492932056,43.34753878230251,332.0,0.0,2.114001111612881,339.14285714285717,18.81448534853301,0.16517857142857142,0.0,2852.9775,2852.9775
Delhi,840.02,85,Medium,2021-10-07,10,Ghee,Amul,275.49,9.6025,10485.1494,132,Ambient,2021-09-17,2022-01-27,142,38.41,5454.22,Madhya Pradesh,Wholesale,133,52.06,182.69,2021-10-07,2021,10,7,3,4,20,112,0,7.1,188.0,6.563383492932056,43.34753878230251,133.0,0.0,1.0817591273838887,299.0,18.81448534853301,0.06339285714285714,0.0,4090.6649999999995,4090.6649999999995
Uttar Pradesh,545.54,68,Medium,2021-10-09,10,Ghee,Amul,481.22,19.3,34864.389,100,Ambient,2021-09-14,2021-12-23,464,77.2,35820.8,Rajasthan,Wholesale,17,85.71,187.38,2021-10-09,2021,10,9,5,4,25,75,0,18.56,188.0,6.563383492932056,43.34753878230251,17.0,0.0,2.827809775245771,279.2857142857143,18.81448534853301,0.24746666666666664,0.0,26865.600000000002,26865.600000000002
Bihar,32.9,48,Medium,2021-10-10,10,Ghee,Sudha,742.3,21.4275,62071.126,104,Ambient,2021-09-10,2021-12-23,57,85.71,4885.47,Bihar,Wholesale,685,85.25,95.18,2021-10-10,2021,10,10,6,4,30,74,0,1.9,188.0,6.563383492932056,43.34753878230251,485.69037847697217,199.30962152302783,0.28948483690554766,240.71428571428572,18.81448534853301,0.025675675675675674,4270.706915184678,3664.1025,-606.6044151846781
Chandigarh,85.67,19,Medium,2021-10-11,10,Ghee,Raj,455.19,12.0325,20319.6816,144,Ambient,2021-09-10,2022-02-01,420,48.13,20214.6,Madhya Pradesh,Online,35,40.44,148.64,2021-10-11,2021,10,11,0,4,31,113,0,13.548387096774194,188.0,6.563383492932056,43.34753878230251,35.0,0.0,2.0642382258120544,234.0,18.81448534853301,0.11989723094490437,0.0,15160.95,15160.95
Madhya Pradesh,384.32,82,Large,2021-10-17,10,Ghee,Mother Dairy,282.11,10.2,11580.6155,117,Ambient,2021-10-14,2022-02-08,149,40.8,6079.2,West Bengal,Retail,133,44.42,69.97,2021-10-17,2021,10,17,6,4,3,114,0,49.666666666666664,188.0,6.563383492932056,43.34753878230251,133.0,0.0,7.567235210338,202.57142857142858,18.81448534853301,0.43567251461988304,0.0,4559.4,4559.4
Delhi,579.63,43,Large,2021-10-18,10,Ghee,Raj,986.41,3.665,18653.0131,61,Ambient,2021-09-08,2021-11-08,338,14.66,4955.08,Uttar Pradesh,Wholesale,648,59.33,53.85,2021-10-18,2021,10,18,0,4,40,21,0,8.45,188.0,6.563383492932056,43.34753878230251,137.8310533515732,510.1689466484268,1.2874457220273041,240.14285714285714,18.81448534853301,0.40238095238095234,1869.7691894664842,3716.3100000000004,1846.5408105335162
Delhi,291.82,77,Medium,2021-10-24,10,Ghee,Mother Dairy,456.46,13.955,26209.9332,128,Ambient,2021-10-19,2022-02-24,89,55.82,4967.98,Karnataka,Online,367,74.14,165.83,2021-10-24,2021,10,24,6,4,5,123,0,17.8,188.0,6.563383492932056,43.34753878230251,367.0,0.0,2.712015840483552,237.0,18.81448534853301,0.14471544715447154,0.0,3725.985,3725.985
Tamil Nadu,174.56,18,Small,2021-10-24,10,Ghee,Raj,26.78,17.7075,1886.3832,118,Ambient,2021-10-15,2022-02-10,24,70.83,1699.92,Delhi,Online,2,63.67,54.95,2021-10-24,2021,10,24,6,4,9,109,0,2.6666666666666665,188.0,6.563383492932056,43.34753878230251,2.0,0.0,0.4062945079376108,220.14285714285714,18.81448534853301,0.024464831804281346,0.0,1274.94,1274.94
Karnataka,873.64,98,Small,2021-11-01,10,Ghee,Amul,655.55,6.0775,14520.432499999995,61,Ambient,2021-09-09,2021-11-09,429,24.31,10428.99,Delhi,Retail,226,16.35,80.71,2021-11-01,2021,11,1,0,4,53,8,0,8.09433962264151,188.0,6.563383492932056,43.34753878230251,52.50706794345645,173.49293205654357,1.2332571502728893,215.14285714285714,22.91103110926069,1.0117924528301887,1054.4032945736435,7821.742499999999,6767.339205426356
Chandigarh,132.36,29,Medium,2021-11-04,10,Ghee,Sudha,587.76,18.66,46280.2224,102,Ambient,2021-09-07,2021-12-18,281,74.64,20973.84,Chandigarh,Online,306,60.82,190.83,2021-11-04,2021,11,4,3,4,58,44,0,4.844827586206897,188.0,6.563383492932056,43.34753878230251,288.7888736890105,17.211126310989528,0.7381600650676851,247.14285714285714,22.91103110926069,0.11010971786833856,321.1596169630646,15730.380000000001,15409.220383036936
Chandigarh,430.74,30,Small,2021-11-08,10,Ghee,Raj,807.26,8.2525,27099.7182,96,Ambient,2021-10-21,2022-01-25,56,33.01,1848.56,Delhi,Online,751,31.54,119.25,2021-11-08,2021,11,8,0,4,18,78,0,3.111111111111111,188.0,6.563383492932056,43.34753878230251,511.94391244870036,239.05608755129964,0.4740102592605459,195.14285714285714,22.91103110926069,0.039886039886039885,1972.8103625171002,1386.42,-586.3903625171001
Delhi,798.08,51,Small,2021-11-08,10,Ghee,Amul,48.44,6.455,1092.322,146,Ambient,2021-09-24,2022-02-17,25,25.82,645.5,Jharkhand,Wholesale,23,83.64,148.52,2021-11-08,2021,11,8,0,4,45,101,0,0.5555555555555556,188.0,6.563383492932056,43.34753878230251,23.0,0.0,0.0846446891536689,177.42857142857142,22.91103110926069,0.005500550055005501,0.0,484.12500000000006,484.12500000000006
Jharkhand,51.88,48,Medium,2021-11-11,10,Ghee,Amul,86.38,4.99,1471.0514,66,Ambient,2021-09-25,2021-11-30,58,19.96,1157.68,Karnataka,Retail,28,46.15,134.94,2021-11-11,2021,11,11,3,4,47,19,0,1.2340425531914894,188.0,6.563383492932056,43.34753878230251,28.0,0.0,0.1880192669711284,137.42857142857142,22.91103110926069,0.06494960806270997,0.0,868.26,868.26
Telangana,694.55,96,Medium,2021-11-18,10,Ghee,Amul,779.82,11.5675,38655.6774,118,Ambient,2021-09-29,2022-01-25,21,46.27,971.67,Tamil Nadu,Wholesale,758,52.78,184.55,2021-11-18,2021,11,18,3,4,50,68,0,0.42,188.0,6.563383492932056,43.34753878230251,446.31007751937983,311.68992248062017,0.06399138500017369,127.71428571428571,22.91103110926069,0.006176470588235294,3605.473178294574,728.7525,-2876.720678294574
Uttar Pradesh,193.53,83,Small,2021-11-22,10,Ghee,Raj,37.43,15.385,2320.66,108,Ambient,2021-10-24,2022-02-09,20,61.54,1230.8,Jharkhand,Wholesale,17,61.75,119.11,2021-11-22,2021,11,22,0,4,29,79,0,0.6896551724137931,188.0,6.563383492932056,43.34753878230251,17.0,0.0,0.10507616584593382,127.14285714285714,22.91103110926069,0.008729812309035356,0.0,923.1,923.1
Madhya Pradesh,958.7,74,Small,2021-11-23,10,Ghee,Amul,606.51,9.685,26528.7474,128,Ambient,2021-11-06,2022-03-14,342,38.74,13249.08,Haryana,Online,264,51.6,185.28,2021-11-23,2021,11,23,1,4,17,111,0,20.11764705882353,188.0,6.563383492932056,43.34753878230251,264.0,0.0,3.0651335672352102,114.71428571428571,22.91103110926069,0.18124006359300476,0.0,9936.81,9936.81
Delhi,951.39,34,Small,2021-11-25,10,Ghee,Raj,73.92,7.425,2536.1952,144,Ambient,2021-11-22,2022-04-15,36,29.7,1069.2,Karnataka,Retail,37,63.02,59.98,2021-11-25,2021,11,25,3,4,3,141,0,12.0,188.0,6.563383492932056,43.34753878230251,37.0,0.0,1.8283252857192482,79.71428571428571,22.91103110926069,0.0851063829787234,0.0,801.9,801.9
Madhya Pradesh,842.9,67,Large,2021-11-28,10,Ghee,Amul,516.11,21.9475,44942.8588,75,Ambient,2021-11-23,2022-02-06,438,87.79,38452.02,Rajasthan,Wholesale,78,15.11,151.37,2021-11-28,2021,11,28,6,4,5,70,0,87.6,188.0,6.563383492932056,43.34753878230251,78.0,0.0,13.346774585750515,134.28571428571428,22.91103110926069,1.2514285714285713,0.0,28839.015,28839.015
Telangana,492.95,47,Small,2021-12-01,10,Ghee,Amul,387.3,3.7975,4089.888,118,Ambient,2021-10-11,2022-02-06,335,15.19,5088.65,Chandigarh,Retail,52,16.0,166.96,2021-12-01,2021,12,1,2,4,51,67,0,6.568627450980392,188.0,6.563383492932056,43.34753878230251,52.0,0.0,1.0007989717580854,178.57142857142858,25.74408356014258,0.09803921568627451,0.0,3816.4875,3816.4875
Karnataka,280.87,71,Medium,2021-12-01,10,Ghee,Mother Dairy,539.18,2.9925,8831.768399999999,72,Ambient,2021-11-20,2022-01-31,35,11.97,418.95,Telangana,Retail,504,89.88,128.0,2021-12-01,2021,12,1,2,4,11,61,0,3.1818181818181817,188.0,6.563383492932056,43.34753878230251,400.3663930688554,103.63360693114458,0.48478321969828553,175.28571428571428,25.74408356014258,0.05216095380029806,310.1235687414502,314.21250000000003,4.088931258549849
Gujarat,526.41,13,Small,2021-12-11,10,Ghee,Sudha,105.35,15.3,6854.071,78,Ambient,2021-11-25,2022-02-11,48,61.2,2937.6,West Bengal,Retail,57,37.25,108.53,2021-12-11,2021,12,11,5,4,16,62,0,3.0,188.0,6.563383492932056,43.34753878230251,57.0,0.0,0.4570813214298121,179.14285714285714,25.74408356014258,0.04838709677419355,0.0,2203.2000000000003,2203.2000000000003
Rajasthan,381.39,96,Small,2021-12-11,10,Ghee,Raj,378.39,18.1375,27989.5083,137,Ambient,2021-12-05,2022-04-21,51,72.55,3700.05,Madhya Pradesh,Wholesale,327,68.93,194.93,2021-12-11,2021,12,11,5,4,6,131,0,8.5,188.0,6.563383492932056,43.34753878230251,327.0,0.0,1.2950637440511341,183.57142857142858,25.74408356014258,0.0648854961832061,0.0,2775.0375,2775.0375
Maharashtra,394.08,77,Medium,2021-12-12,10,Ghee,Sudha,545.07,20.3225,44919.218700000005,136,Ambient,2021-11-28,2022-04-13,46,81.29,3739.34,Tamil Nadu,Online,499,31.33,76.2,2021-12-12,2021,12,12,6,4,14,122,0,3.2857142857142856,188.0,6.563383492932056,43.34753878230251,499.0,0.0,0.500612875851699,141.28571428571428,25.74408356014258,0.026932084309133488,0.0,2804.505,2804.505
Haryana,858.71,99,Large,2021-12-14,10,Ghee,Raj,637.18,21.86,56282.1094,114,Ambient,2021-10-30,2022-02-21,396,87.44,34626.24,Karnataka,Retail,241,30.89,148.62,2021-12-14,2021,12,14,1,4,45,69,0,8.8,188.0,6.563383492932056,43.34753878230251,241.0,0.0,1.3407718761941154,192.71428571428572,25.74408356014258,0.127536231884058,0.0,25969.68,25969.68
West Bengal,263.12,61,Medium,2021-12-25,10,Ghee,Raj,781.86,14.975,49523.01240000001,127,Ambient,2021-10-29,2022-03-05,197,59.9,11800.3,Telangana,Wholesale,584,12.9,144.96,2021-12-25,2021,12,25,5,4,57,70,0,3.456140350877193,188.0,6.563383492932056,43.34753878230251,459.4368445052439,124.56315549475607,0.5265790662086139,158.28571428571428,25.74408356014258,0.0493734335839599,1865.333253533972,8850.224999999999,6984.891746466026
Rajasthan,906.39,44,Small,2021-12-25,10,Ghee,Amul,680.37,2.3375,8354.9436,76,Ambient,2021-11-19,2022-02-03,371,9.35,3468.85,Maharashtra,Retail,309,72.6,133.95,2021-12-25,2021,12,25,5,4,36,40,0,10.305555555555555,188.0,6.563383492932056,43.34753878230251,262.5353397172822,46.46466028271777,1.5701589838005583,163.42857142857142,25.74408356014258,0.25763888888888886,108.61114341085279,2601.6375,2493.026356589147
Haryana,672.38,70,Medium,2021-12-28,10,Ghee,Raj,838.26,9.4825,29598.9606,81,Ambient,2021-11-17,2022-02-06,586,37.93,22226.98,Delhi,Retail,252,96.55,44.84,2021-12-28,2021,12,28,1,4,41,40,0,14.292682926829269,188.0,6.563383492932056,43.34753878230251,252.0,0.0,2.1776394663241456,242.14285714285714,25.74408356014258,0.3573170731707317,0.0,16670.235,16670.235
Jharkhand,785.23,50,Large,2022-01-02,10,Ghee,Sudha,961.76,10.6425,42019.2944,145,Ambient,2021-12-24,2022-05-18,650,42.57,27670.5,Rajasthan,Retail,311,76.51,188.22,2022-01-02,2022,1,2,6,1,9,136,0,72.22222222222223,188.0,6.563383492932056,43.34753878230251,311.0,0.0,11.003809589976958,328.14285714285717,62.08880732047191,0.5310457516339869,0.0,20752.875,20752.875
Karnataka,65.97,43,Small,2022-01-05,10,Ghee,Sudha,923.86,23.19,88006.9036,68,Ambient,2021-12-12,2022-02-18,877,92.76,81350.52,Bihar,Wholesale,46,70.88,133.03,2022-01-05,2022,1,5,2,1,24,44,0,36.541666666666664,188.0,6.563383492932056,43.34753878230251,46.0,0.0,5.567504429082572,446.14285714285717,62.08880732047191,0.8304924242424242,0.0,61012.89000000001,61012.89000000001
Chandigarh,239.39,41,Small,2022-01-10,10,Ghee,Raj,497.09,11.395,21190.9467,115,Ambient,2021-11-21,2022-03-16,240,45.58,10939.2,Jharkhand,Online,257,78.29,198.11,2022-01-10,2022,1,10,0,1,50,65,0,4.8,188.0,6.563383492932056,43.34753878230251,257.0,0.0,0.7313301142876993,473.85714285714283,62.08880732047191,0.07384615384615384,0.0,8204.400000000001,8204.400000000001
Delhi,144.39,67,Small,2022-01-10,10,Ghee,Mother Dairy,558.17,4.96,8902.8115,71,Ambient,2021-12-03,2022-02-12,553,19.84,10971.52,Haryana,Retail,5,67.8,157.44,2022-01-10,2022,1,10,0,1,38,33,0,14.552631578947368,188.0,6.563383492932056,43.34753878230251,5.0,0.0,2.2172453574621587,496.2857142857143,62.08880732047191,0.4409888357256778,0.0,8228.64,8228.64
Kerala,306.82,50,Medium,2022-01-10,10,Ghee,Raj,723.08,23.7925,69842.2972,111,Ambient,2021-11-13,2022-03-04,616,95.17,58624.72,West Bengal,Retail,107,92.73,63.47,2022-01-10,2022,1,10,0,1,58,53,0,10.620689655172415,188.0,6.563383492932056,43.34753878230251,107.0,0.0,1.6181729540273808,556.1428571428571,62.08880732047191,0.2003903708523097,0.0,43968.54,43968.54
Delhi,867.91,28,Small,2022-01-11,10,Ghee,Raj,644.57,11.3575,31783.746700000003,70,Ambient,2021-11-15,2022-01-24,174,45.43,7904.82,Chandigarh,Online,470,89.58,135.44,2022-01-11,2022,1,11,1,1,57,13,0,3.0526315789473686,188.0,6.563383492932056,43.34753878230251,85.32398540811673,384.67601459188324,0.46510029198121233,528.0,62.08880732047191,0.2348178137651822,4368.957835727314,5928.615,1559.6571642726858
Haryana,65.62,38,Large,2022-01-13,10,Ghee,Mother Dairy,519.36,18.84,39570.0384,93,Ambient,2022-01-03,2022-04-06,506,75.36,38132.16,West Bengal,Online,13,56.02,137.4,2022-01-13,2022,1,13,3,1,10,83,0,50.6,188.0,6.563383492932056,43.34753878230251,13.0,0.0,7.709438288116164,516.5714285714286,62.08880732047191,0.6096385542168675,0.0,28599.12,28599.12
Karnataka,673.66,56,Medium,2022-01-14,10,Ghee,Raj,729.25,4.34,15234.0325,77,Ambient,2021-12-06,2022-02-21,364,17.36,6319.04,Telangana,Retail,365,96.84,125.23,2022-01-14,2022,1,14,4,1,39,38,0,9.333333333333334,188.0,6.563383492932056,43.34753878230251,249.40857273141813,115.59142726858187,1.4220307777816377,475.7142857142857,62.08880732047191,0.2456140350877193,501.6667943456453,4739.28,4237.613205654355
Uttar Pradesh,64.54,67,Large,2022-01-19,10,Ghee,Amul,762.1,10.7575,30773.598,67,Ambient,2021-11-25,2022-01-31,519,43.03,22332.57,Rajasthan,Retail,243,39.41,112.63,2022-01-19,2022,1,19,2,1,55,12,0,9.436363636363636,188.0,6.563383492932056,43.34753878230251,78.76060191518468,164.23939808481532,1.4377285201337726,424.57142857142856,62.08880732047191,0.7863636363636363,1766.8053248974009,16749.4275,14982.6221751026
West Bengal,806.25,64,Small,2022-01-21,10,Ghee,Raj,174.66,6.47,4876.5072,98,Ambient,2022-01-17,2022-04-25,46,25.88,1190.48,Gujarat,Wholesale,128,63.92,135.08,2022-01-21,2022,1,21,4,1,4,94,0,11.5,188.0,6.563383492932056,43.34753878230251,128.0,0.0,1.7521450654809465,396.85714285714283,62.08880732047191,0.12234042553191489,0.0,892.86,892.86
Maharashtra,41.6,29,Medium,2022-01-22,10,Ghee,Raj,788.95,6.7275,21822.357,109,Ambient,2021-12-31,2022-04-19,364,26.91,9795.24,Bihar,Retail,424,62.85,92.7,2022-01-22,2022,1,22,5,1,22,87,0,16.545454545454547,188.0,6.563383492932056,43.34753878230251,424.0,0.0,2.520872742431085,369.85714285714283,62.08880732047191,0.19017763845350052,0.0,7346.43,7346.43
Chandigarh,576.52,53,Small,2022-01-23,10,Ghee,Raj,969.04,14.8625,53781.72,126,Ambient,2022-01-22,2022-05-28,28,59.45,1664.6,West Bengal,Online,941,70.99,23.84,2022-01-23,2022,1,23,6,1,1,125,0,28.0,188.0,6.563383492932056,43.34753878230251,820.4229366165071,120.57706338349294,4.266092333344913,285.85714285714283,62.08880732047191,0.224,1792.076604537164,1248.4500000000003,-543.6266045371638
Tamil Nadu,424.34,57,Small,2022-01-25,10,Ghee,Raj,37.35,5.8925,1063.3545,132,Ambient,2021-12-30,2022-05-11,29,23.57,683.53,Karnataka,Online,8,80.6,20.21,2022-01-25,2022,1,25,1,1,26,106,0,1.1153846153846154,188.0,6.563383492932056,43.34753878230251,8.0,0.0,0.16994049130082758,265.14285714285717,62.08880732047191,0.010522496371552975,0.0,512.6475,512.6475
Maharashtra,728.33,48,Medium,2022-02-05,10,Ghee,Sudha,509.99,5.5225,10092.7021,110,Ambient,2021-12-08,2022-03-28,276,22.09,6096.84,Delhi,Retail,233,10.84,101.55,2022-02-05,2022,2,5,5,1,59,51,0,4.677966101694915,188.0,6.563383492932056,43.34753878230251,233.0,0.0,0.7127369757888595,232.28571428571428,76.27210063356509,0.09172482552342971,0.0,4572.63,4572.63
West Bengal,477.22,39,Small,2022-02-06,10,Ghee,Amul,633.8,3.6725,7250.672,131,Ambient,2022-01-05,2022-05-16,543,14.69,7976.67,Maharashtra,Online,90,33.27,140.68,2022-02-06,2022,2,6,6,1,32,99,0,16.96875,188.0,6.563383492932056,43.34753878230251,90.0,0.0,2.5853662243373745,257.85714285714283,76.27210063356509,0.17140151515151514,0.0,5982.5025,5982.5025
Uttar Pradesh,548.18,71,Small,2022-02-13,10,Ghee,Sudha,851.51,6.7675,19925.334,135,Ambient,2022-02-05,2022-06-20,219,27.07,5928.33,West Bengal,Wholesale,632,40.78,110.08,2022-02-13,2022,2,13,6,1,8,127,0,27.375,188.0,6.563383492932056,43.34753878230251,632.0,0.0,4.170867058047035,215.0,76.27210063356509,0.2155511811023622,0.0,4446.2475,4446.2475
Uttar Pradesh,760.21,29,Large,2022-02-16,10,Ghee,Mother Dairy,883.05,13.7075,47525.751,104,Ambient,2021-12-23,2022-04-06,534,54.83,29279.22,Bihar,Retail,349,99.16,20.41,2022-02-16,2022,2,16,2,1,55,49,0,9.709090909090909,188.0,6.563383492932056,43.34753878230251,321.60579115367074,27.394208846329263,1.4792813675364829,284.7142857142857,76.27210063356509,0.19814471243042672,375.50611776105836,21959.415,21583.908882238942
