Product Name,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Price per Unit (sold),Year,Month,Day,DayOfWeek,Quarter,Days_to_Sell,Days_to_Expire,Sales_Velocity,Quantity_Sold_Hist_Mean,Sales_Velocity_Hist_Mean,Sales_Volatility_Hist,Capacity_Utilization,Sales_Trend_7d,Seasonal_Volatility,Stock_Efficiency
Yogurt,57.09,2.755,704.4906000000001,21,11.02,2019,4,7,6,2,11,10,5.090909090909091,178.0,9.954545454545455,44.4674005868485,0.5114155251141552,241.57142857142858,23.387685266416824,0.509090909090909
Paneer,133.74,25.3825,13139.955000000002,11,101.53,2020,6,27,5,2,11,0,5.818181818181818,182.0,18.88888888888889,39.60277158687125,0.30802139037433157,124.42857142857143,24.496065128402318,5.818181818181818
Butter,913.81,24.5125,87917.6601,33,98.05,2019,9,29,6,3,33,0,7.393939393939394,217.0,8.947368421052632,54.71471100437881,0.8263814616755792,126.71428571428571,47.584352287615175,7.393939393939394
Paneer,544.83,23.8425,54205.1367,10,95.37,2020,3,17,1,1,10,0,45.9,182.0,18.88888888888889,39.60277158687125,2.43,235.14285714285714,45.330069626579196,45.9
Ice Cream,581.3,12.4475,27489.677,21,49.79,2020,11,19,3,4,21,0,8.428571428571429,177.0,9.125,72.25225364557888,0.923679060665362,398.2857142857143,35.394577275590606,8.428571428571429
Butter,358.35,23.3625,33849.741,36,93.45,2019,3,16,5,1,21,15,11.80952380952381,217.0,8.947368421052632,54.71471100437881,1.3198879551820728,312.57142857142856,39.693180755752905,0.7873015873015874
Lassi,824.6,10.2775,31755.346,13,41.11,2021,1,28,3,1,8,5,81.125,192.0,15.75,49.63685879040302,5.150793650793651,176.71428571428572,78.6859636309452,16.225
Curd,839.1,14.5425,47048.337,6,58.17,2021,4,7,2,2,6,0,1.8333333333333333,196.0,34.57142857142857,69.91022195694126,0.05303030303030303,183.42857142857142,85.27441325591596,1.8333333333333333
Cheese,667.5,3.7375,7429.275000000001,40,14.95,2020,1,26,6,1,40,0,16.525,194.0,7.842105263157895,56.94558885722439,2.107214765100671,332.0,47.63962483433812,16.525
Curd,770.24,7.4,26650.304,5,29.6,2022,8,26,4,3,5,0,134.8,196.0,34.57142857142857,69.91022195694126,3.8991735537190086,372.0,124.4520493391122,134.8
Paneer,238.77,22.04,21823.578,9,88.16,2021,6,23,2,2,9,0,8.777777777777779,182.0,18.88888888888889,39.60277158687125,0.4647058823529412,135.42857142857142,24.496065128402318,8.777777777777779
Cheese,253.49,11.6075,12149.7757,73,46.43,2021,4,18,6,2,40,33,2.675,194.0,7.842105263157895,56.94558885722439,0.34110738255033557,126.14285714285714,66.31403577677173,0.08106060606060606
Milk,406.19,7.0075,9464.227,2,28.03,2020,2,29,5,1,2,0,94.0,202.0,29.043478260869566,164.33150316519354,3.236526946107784,376.0,171.3047644048469,94.0
Cheese,674.96,17.565,45175.07280000001,28,70.26,2019,3,1,4,1,18,10,30.77777777777778,194.0,7.842105263157895,56.94558885722439,3.924683072334079,380.42857142857144,10.058263399025437,3.077777777777778
Milk,652.4,16.3825,39952.976,1,65.53,2022,4,13,2,2,1,0,389.0,202.0,29.043478260869566,164.33150316519354,13.3937125748503,276.57142857142856,208.87540979115556,389.0
Paneer,460.39,10.145,18305.1064,8,40.58,2022,5,31,1,2,8,0,28.5,182.0,18.88888888888889,39.60277158687125,1.5088235294117647,242.71428571428572,67.12940603786501,28.5
Paneer,383.4,24.0675,37707.38999999999,13,96.27,2019,9,27,4,3,11,2,20.545454545454547,182.0,18.88888888888889,39.60277158687125,1.0877005347593582,187.85714285714286,25.485395791201146,10.272727272727273
Paneer,212.4,3.635,2907.756,14,14.54,2022,9,13,1,3,14,0,9.928571428571429,182.0,18.88888888888889,39.60277158687125,0.5256302521008404,226.57142857142858,25.485395791201146,9.928571428571429
Buttermilk,999.87,14.46,56682.6303,13,57.84,2021,9,26,6,3,13,0,52.07692307692308,152.0,18.0,48.52413783860662,2.893162393162393,257.7142857142857,15.45455374986849,52.07692307692308
Curd,823.35,22.8175,72347.7645,5,91.27,2020,4,21,1,2,5,0,55.0,196.0,34.57142857142857,69.91022195694126,1.590909090909091,240.0,85.27441325591596,55.0
Yogurt,879.83,19.71,71503.7841,24,78.84,2020,7,11,5,3,17,7,14.647058823529411,178.0,9.954545454545455,44.4674005868485,1.4713940370668814,174.85714285714286,21.542638229962574,2.092436974789916
Yogurt,862.73,24.915,85108.31450000001,23,99.66,2020,6,16,1,2,5,18,1.4,178.0,9.954545454545455,44.4674005868485,0.14063926940639268,155.85714285714286,57.62585415815926,0.07777777777777778
Ice Cream,391.29,19.61,29198.059800000003,28,78.44,2022,5,5,3,2,11,17,22.181818181818183,177.0,9.125,72.25225364557888,2.430884184308842,163.57142857142858,94.931255021169,1.304812834224599
Ghee,191.72,24.4825,18757.8848,148,97.93,2022,10,14,4,4,30,118,1.7333333333333334,188.0,6.563383492932056,43.34753878230251,0.264091430159447,201.14285714285714,18.81448534853301,0.014689265536723164
Cheese,845.41,12.27,39903.352,65,49.08,2019,6,1,5,2,10,55,37.1,194.0,7.842105263157895,56.94558885722439,4.730872483221477,272.57142857142856,17.902378599111444,0.6745454545454546
Paneer,226.76,9.345,8979.696,9,37.38,2021,6,4,4,2,9,0,13.0,182.0,18.88888888888889,39.60277158687125,0.6882352941176471,214.28571428571428,24.496065128402318,13.0
Milk,651.16,4.6075,13446.453999999998,2,18.43,2022,2,10,3,1,2,0,95.0,202.0,29.043478260869566,164.33150316519354,3.270958083832335,219.0,171.3047644048469,95.0
Ice Cream,409.51,12.51,20270.745,27,50.04,2022,5,8,6,2,3,24,33.333333333333336,177.0,9.125,72.25225364557888,3.65296803652968,172.28571428571428,94.931255021169,1.388888888888889
Ice Cream,169.36,10.17,6762.544800000001,21,40.68,2021,8,10,1,3,21,0,3.4285714285714284,177.0,9.125,72.25225364557888,0.37573385518590996,474.85714285714283,165.4885276378345,3.4285714285714284
Cheese,365.03,15.18,23902.1644,73,60.72,2019,10,12,5,4,29,44,10.310344827586206,194.0,7.842105263157895,56.94558885722439,1.3147419578801203,429.42857142857144,61.43451097654682,0.23432601880877743
Lassi,945.13,12.255,44345.4996,18,49.02,2021,4,27,1,2,5,13,31.4,192.0,15.75,49.63685879040302,1.9936507936507937,259.42857142857144,31.953760258846977,2.4153846153846152
Milk,158.72,10.7725,7136.0512,24,43.09,2019,3,21,3,1,24,0,0.20833333333333334,202.0,29.043478260869566,164.33150316519354,0.00717315369261477,320.2857142857143,195.24384587609882,0.20833333333333334
Buttermilk,794.54,19.985,62609.75199999999,14,79.94,2021,6,24,3,2,14,0,7.071428571428571,152.0,18.0,48.52413783860662,0.39285714285714285,309.2857142857143,69.05672210132221,7.071428571428571
Milk,21.76,3.195,256.5504,1,12.78,2019,2,1,4,1,1,0,4.0,202.0,29.043478260869566,164.33150316519354,0.1377245508982036,216.57142857142858,171.3047644048469,4.0
Buttermilk,834.3,10.0025,35674.668,8,40.01,2021,3,3,2,1,8,0,52.75,152.0,18.0,48.52413783860662,2.9305555555555554,189.14285714285714,35.24982003251589,52.75
Yogurt,342.49,6.755,8712.945600000001,30,27.02,2019,3,24,6,1,30,0,3.3666666666666667,178.0,9.954545454545455,44.4674005868485,0.33820395738203957,259.0,69.58566092479155,3.3666666666666667
Ice Cream,891.91,11.02,41991.1228,30,44.08,2020,11,26,3,4,16,14,7.125,177.0,9.125,72.25225364557888,0.7808219178082192,305.0,35.394577275590606,0.5089285714285714
Ice Cream,426.03,14.765,23964.1875,22,59.06,2020,1,25,5,1,22,0,6.090909090909091,177.0,9.125,72.25225364557888,0.6674968866749689,352.14285714285717,26.732437350347993,6.090909090909091
Milk,660.22,3.7025,10411.6694,27,14.81,2022,3,12,5,1,27,0,1.0740740740740742,202.0,29.043478260869566,164.33150316519354,0.03698159237081393,160.42857142857142,195.24384587609882,1.0740740740740742
Butter,300.72,9.7825,10588.3512,39,39.13,2019,3,23,5,1,14,25,19.142857142857142,217.0,8.947368421052632,54.71471100437881,2.1394957983193277,307.57142857142856,39.693180755752905,0.7657142857142857
Cheese,568.77,8.63,20805.6066,64,34.52,2019,2,28,3,1,14,50,28.357142857142858,194.0,7.842105263157895,56.94558885722439,3.61601150527325,363.14285714285717,19.956558294996615,0.5671428571428572
Paneer,918.58,11.805,46801.651000000005,13,47.22,2019,4,20,5,2,13,0,67.15384615384616,182.0,18.88888888888889,39.60277158687125,3.555203619909502,337.42857142857144,36.68841185457616,67.15384615384616
Cheese,388.05,9.01,13321.7565,65,36.04,2019,6,28,4,2,54,11,0.7222222222222222,194.0,7.842105263157895,56.94558885722439,0.09209545115585384,342.42857142857144,17.902378599111444,0.06565656565656565
Lassi,374.06,14.6775,23655.5544,18,58.71,2021,1,15,4,1,18,0,17.72222222222222,192.0,15.75,49.63685879040302,1.125220458553792,131.85714285714286,78.6859636309452,17.72222222222222
Paneer,59.57,12.5725,2855.1901,8,50.29,2022,1,23,6,1,8,0,2.5,182.0,18.88888888888889,39.60277158687125,0.1323529411764706,250.14285714285714,23.015161055737053,2.5
Milk,423.59,25.7975,42037.0716,27,103.19,2020,7,24,4,3,2,25,196.0,202.0,29.043478260869566,164.33150316519354,6.748502994011976,382.7142857142857,175.07374573385908,7.84
Cheese,888.31,7.705,23309.2544,76,30.82,2022,12,23,4,4,29,47,20.275862068965516,194.0,7.842105263157895,56.94558885722439,2.585512612821106,236.14285714285714,17.59842788346705,0.43140132061628755
Buttermilk,848.45,12.675,39792.305,11,50.7,2019,5,19,6,2,11,0,25.818181818181817,152.0,18.0,48.52413783860662,1.4343434343434343,398.42857142857144,33.37481161025775,25.818181818181817
Yogurt,278.43,23.2575,24604.8591,23,93.03,2019,12,23,0,4,23,0,8.695652173913043,178.0,9.954545454545455,44.4674005868485,0.8735358348223148,223.57142857142858,32.42941191130222,8.695652173913043
Yogurt,437.19,7.8625,11764.7829,28,31.45,2019,8,15,3,3,21,7,12.619047619047619,178.0,9.954545454545455,44.4674005868485,1.26766688410524,303.7142857142857,11.206689153771064,1.8027210884353742
Butter,803.6,18.7475,56758.268,39,74.99,2021,7,14,2,3,14,25,54.714285714285715,217.0,8.947368421052632,54.71471100437881,6.115126050420168,272.2857142857143,21.99658905696661,2.1885714285714286
Cheese,282.11,15.1825,16822.2193,66,60.73,2020,3,11,2,1,34,32,3.0,194.0,7.842105263157895,56.94558885722439,0.38255033557046975,185.14285714285714,10.058263399025437,0.09375
Ghee,335.83,4.435,4698.2617,96,17.74,2022,3,26,5,1,48,48,3.25,188.0,6.563383492932056,43.34753878230251,0.4951714315489631,276.42857142857144,31.03633279344621,0.06770833333333333
Cheese,620.08,12.5575,31202.4256,37,50.23,2022,10,27,3,4,15,22,22.733333333333334,194.0,7.842105263157895,56.94558885722439,2.8988814317673377,349.85714285714283,61.43451097654682,1.0333333333333334
Ice Cream,675.77,13.6025,35376.5595,24,54.41,2021,3,16,1,1,24,0,0.25,177.0,9.125,72.25225364557888,0.0273972602739726,212.85714285714286,27.98014051352803,0.25
Buttermilk,797.16,6.95,24177.8628,13,27.8,2020,2,23,6,1,3,10,41.666666666666664,152.0,18.0,48.52413783860662,2.314814814814815,126.85714285714286,26.256946246408635,4.166666666666666
Curd,26.85,4.6275,568.9515,5,18.51,2020,3,3,1,1,5,0,1.0,196.0,34.57142857142857,69.91022195694126,0.028925619834710748,186.28571428571428,85.70308998374571,1.0
Cheese,786.2,14.0775,47219.172000000006,82,56.31,2020,3,24,1,1,13,69,41.84615384615385,194.0,7.842105263157895,56.94558885722439,5.336086732059886,141.57142857142858,10.058263399025437,0.6064659977703456
Milk,918.29,10.995,42250.5229,2,43.98,2021,6,7,0,2,2,0,153.0,202.0,29.043478260869566,164.33150316519354,5.267964071856287,264.42857142857144,209.1669373214938,153.0
Lassi,885.52,13.63,51209.6216,14,54.52,2019,2,13,2,1,14,0,54.714285714285715,192.0,15.75,49.63685879040302,3.473922902494331,468.57142857142856,31.309615994956676,54.714285714285715
Buttermilk,710.77,23.9725,71069.89229999999,13,95.89,2020,4,1,2,2,13,0,2.8461538461538463,152.0,18.0,48.52413783860662,0.1581196581196581,203.42857142857142,25.655739225146082,2.8461538461538463
Lassi,858.82,22.905,75000.7506,12,91.62,2020,6,15,0,2,12,0,68.16666666666667,192.0,15.75,49.63685879040302,4.328042328042328,225.14285714285714,23.51479496534756,68.16666666666667
Ice Cream,542.24,13.8825,27919.9376,25,55.53,2022,6,7,1,2,25,0,17.88,177.0,9.125,72.25225364557888,1.9594520547945204,276.57142857142856,26.052907676433684,17.88
Curd,694.29,23.8125,63999.6522,7,95.25,2019,8,15,3,3,7,0,90.28571428571429,196.0,34.57142857142857,69.91022195694126,2.6115702479338845,386.2857142857143,124.4520493391122,90.28571428571429
Cheese,227.23,10.27,9518.6647,73,41.08,2020,5,1,4,2,4,69,16.75,194.0,7.842105263157895,56.94558885722439,2.1359060402684564,266.14285714285717,22.360169609118195,0.2427536231884058
Buttermilk,259.71,23.8525,23493.3666,9,95.41,2021,1,6,2,1,9,0,12.88888888888889,152.0,18.0,48.52413783860662,0.7160493827160493,198.14285714285714,22.264104527925333,12.88888888888889
Ice Cream,894.2,10.375,36054.144,28,41.5,2021,6,27,6,2,25,3,35.16,177.0,9.125,72.25225364557888,3.853150684931507,357.42857142857144,26.052907676433684,11.719999999999999
Buttermilk,985.36,7.4625,33728.8728,12,29.85,2019,1,28,0,1,12,0,47.0,152.0,18.0,48.52413783860662,2.611111111111111,232.42857142857142,22.264104527925333,47.0
Yogurt,275.47,18.0725,19971.575,21,72.29,2022,6,14,1,2,21,0,7.238095238095238,178.0,9.954545454545455,44.4674005868485,0.7271145901282887,254.71428571428572,57.62585415815926,7.238095238095238
Milk,16.79,3.66,190.3986,2,14.64,2022,10,11,1,4,2,0,7.0,202.0,29.043478260869566,164.33150316519354,0.24101796407185627,186.71428571428572,82.78913031246772,7.0
Ghee,497.09,11.395,21190.9467,115,45.58,2022,1,10,0,1,50,65,4.8,188.0,6.563383492932056,43.34753878230251,0.7313301142876993,473.85714285714283,62.08880732047191,0.07384615384615384
Paneer,677.95,3.5525,10935.3335,12,14.21,2020,6,2,1,2,12,0,39.416666666666664,182.0,18.88888888888889,39.60277158687125,2.0867647058823526,204.57142857142858,24.496065128402318,39.416666666666664
Milk,721.03,18.6275,55735.619,1,74.51,2020,9,8,1,3,1,0,372.0,202.0,29.043478260869566,164.33150316519354,12.808383233532934,236.0,148.8031919194186,372.0
Curd,558.38,6.155,15891.4948,6,24.62,2022,6,21,1,2,2,4,36.5,196.0,34.57142857142857,69.91022195694126,1.0557851239669422,296.42857142857144,98.47287847669386,9.125
Paneer,464.3,3.62,8505.976,14,14.48,2021,12,13,0,4,2,12,232.0,182.0,18.88888888888889,39.60277158687125,12.28235294117647,200.57142857142858,41.899535739905225,19.333333333333332
Cheese,636.87,13.53,31773.4443,67,54.12,2022,11,2,2,4,15,52,11.6,194.0,7.842105263157895,56.94558885722439,1.4791946308724833,242.14285714285714,56.581114457762666,0.22307692307692306
Ghee,948.93,8.8275,34977.559799999995,106,35.31,2021,4,6,1,2,14,92,2.642857142857143,188.0,6.563383492932056,43.34753878230251,0.4026668784024535,184.42857142857142,70.70925070088025,0.02872670807453416
Butter,911.62,3.575,10629.4892,26,14.3,2021,9,25,5,3,20,6,6.65,217.0,8.947368421052632,54.71471100437881,0.7432352941176471,351.85714285714283,47.584352287615175,1.1083333333333334
Curd,562.0,14.075,32174.5,6,56.3,2021,1,26,1,1,6,0,87.66666666666667,196.0,34.57142857142857,69.91022195694126,2.535812672176309,343.42857142857144,44.43556072012025,87.66666666666667
Ghee,147.2,9.3575,5714.303999999999,72,37.43,2021,7,18,6,3,31,41,1.1290322580645162,188.0,6.563383492932056,43.34753878230251,0.17201985215100454,121.28571428571429,17.020182178662996,0.027537372147915032
Buttermilk,521.12,7.85,16040.073600000002,12,31.4,2020,4,14,1,2,12,0,21.166666666666668,152.0,18.0,48.52413783860662,1.1759259259259258,196.28571428571428,25.655739225146082,21.166666666666668
Ice Cream,608.43,21.26,49307.1672,23,85.04,2021,6,2,2,2,23,0,4.869565217391305,177.0,9.125,72.25225364557888,0.5336509827278142,220.28571428571428,26.052907676433684,4.869565217391305
Ghee,485.65,17.6925,32281.1555,90,70.77,2022,10,23,6,4,53,37,0.6037735849056604,188.0,6.563383492932056,43.34753878230251,0.0919912093443647,99.14285714285714,18.81448534853301,0.01631820499745028
Paneer,958.81,9.23,34008.990699999995,9,36.92,2019,6,9,6,2,9,0,105.44444444444444,182.0,18.88888888888889,39.60277158687125,5.58235294117647,290.2857142857143,24.496065128402318,105.44444444444444
Milk,313.91,15.0775,18592.8893,1,60.31,2022,1,25,1,1,1,0,9.0,202.0,29.043478260869566,164.33150316519354,0.30988023952095806,174.71428571428572,177.43517510271528,9.0
Butter,322.46,15.195,20511.6806,35,60.78,2022,12,9,4,4,35,0,4.3428571428571425,217.0,8.947368421052632,54.71471100437881,0.48537815126050415,213.85714285714286,28.678109787895327,4.3428571428571425
Lassi,65.25,11.265,3261.195,16,45.06,2019,1,10,3,1,16,0,0.5,192.0,15.75,49.63685879040302,0.031746031746031744,251.85714285714286,78.6859636309452,0.5
Cheese,603.3,20.3,47467.644,26,81.2,2020,11,1,6,4,26,0,17.5,194.0,7.842105263157895,56.94558885722439,2.2315436241610738,281.42857142857144,56.581114457762666,17.5
Paneer,541.96,19.7825,40706.615600000005,10,79.13,2022,3,20,6,1,7,3,42.714285714285715,182.0,18.88888888888889,39.60277158687125,2.261344537815126,298.57142857142856,45.330069626579196,14.238095238095239
Buttermilk,400.23,12.0275,19755.3528,8,48.11,2020,1,14,1,1,5,3,2.4,152.0,18.0,48.52413783860662,0.13333333333333333,145.14285714285714,22.264104527925333,0.7999999999999999
Paneer,489.54,16.395,33367.0464,10,65.58,2021,9,30,3,3,10,0,17.9,182.0,18.88888888888889,39.60277158687125,0.9476470588235294,177.57142857142858,25.485395791201146,17.9
Lassi,302.38,8.475,10882.6562,14,33.9,2022,4,19,1,2,14,0,7.5,192.0,15.75,49.63685879040302,0.47619047619047616,185.85714285714286,31.953760258846977,7.5
Yogurt,8.92,24.8,859.3528,27,99.2,2020,8,4,1,3,27,0,0.2962962962962963,178.0,9.954545454545455,44.4674005868485,0.029764924742093687,146.42857142857142,11.206689153771064,0.2962962962962963
Milk,375.27,14.78,23499.4074,2,59.12,2020,6,6,5,2,2,0,158.0,202.0,29.043478260869566,164.33150316519354,5.440119760479042,300.0,209.1669373214938,158.0
Yogurt,836.24,17.5375,58043.4184,23,70.15,2020,7,19,6,3,23,0,5.521739130434782,178.0,9.954545454545455,44.4674005868485,0.5546952551121699,214.42857142857142,21.542638229962574,5.521739130434782
Paneer,239.11,22.3425,22165.497000000003,12,89.37,2019,9,6,4,3,12,0,17.166666666666668,182.0,18.88888888888889,39.60277158687125,0.9088235294117646,94.42857142857143,25.485395791201146,17.166666666666668
Cheese,608.88,13.0675,33293.5584,72,52.27,2022,5,9,0,2,52,20,10.211538461538462,194.0,7.842105263157895,56.94558885722439,1.302142488384099,261.0,22.360169609118195,0.510576923076923
Curd,506.35,7.5725,16198.1365,5,30.29,2022,9,26,0,3,5,0,81.4,196.0,34.57142857142857,69.91022195694126,2.354545454545455,302.14285714285717,37.456094832772834,81.4
Lassi,123.8,2.7075,1757.9599999999998,13,10.83,2019,3,25,0,1,13,0,3.0,192.0,15.75,49.63685879040302,0.19047619047619047,102.57142857142857,22.304634251858513,3.0
Milk,659.02,14.7025,35514.5878,2,58.81,2019,9,29,6,3,2,0,255.5,202.0,29.043478260869566,164.33150316519354,8.797155688622754,227.42857142857142,148.8031919194186,255.5
Curd,276.71,13.9625,15935.7289,5,55.85,2022,8,12,4,3,5,0,31.2,196.0,34.57142857142857,69.91022195694126,0.9024793388429754,143.28571428571428,124.4520493391122,31.2
Lassi,300.05,26.015,29794.965,14,104.06,2019,5,11,5,2,14,0,20.428571428571427,192.0,15.75,49.63685879040302,1.2970521541950113,119.71428571428571,15.13846513507707,20.428571428571427
Ice Cream,120.06,21.74,9990.1926,25,86.96,2021,5,27,3,2,25,0,1.12,177.0,9.125,72.25225364557888,0.12273972602739726,186.14285714285714,94.931255021169,1.12
Ghee,332.64,14.7025,20473.992,149,58.81,2022,12,14,2,4,40,109,2.325,188.0,6.563383492932056,43.34753878230251,0.3542380241081044,110.42857142857143,25.74408356014258,0.0213302752293578
Ice Cream,739.0,22.76,64448.19,29,91.04,2021,3,16,1,1,4,25,95.25,177.0,9.125,72.25225364557888,10.438356164383562,215.42857142857142,27.98014051352803,3.81
Lassi,524.71,11.465,25915.4269,17,45.86,2021,1,8,4,1,17,0,9.823529411764707,192.0,15.75,49.63685879040302,0.6237161531279178,294.2857142857143,78.6859636309452,9.823529411764707
Curd,488.83,10.255,20868.1527,6,41.02,2019,2,19,1,1,6,0,27.833333333333332,196.0,34.57142857142857,69.91022195694126,0.8050964187327824,193.14285714285714,34.44428802335061,27.833333333333332
Lassi,908.34,20.25,74038.79340000001,13,81.0,2021,3,25,3,1,13,0,12.76923076923077,192.0,15.75,49.63685879040302,0.8107448107448108,243.42857142857142,22.304634251858513,12.76923076923077
Lassi,44.01,20.7775,3650.6295,13,83.11,2021,7,15,3,3,1,12,28.0,192.0,15.75,49.63685879040302,1.7777777777777777,292.14285714285717,23.072499488621748,2.3333333333333335
Paneer,345.63,20.2625,28673.4648,13,81.05,2020,9,27,6,3,13,0,7.384615384615385,182.0,18.88888888888889,39.60277158687125,0.3909502262443439,263.0,25.485395791201146,7.384615384615385
Ghee,940.91,7.2625,31736.8943,138,29.05,2022,4,21,3,2,43,95,15.255813953488373,188.0,6.563383492932056,43.34753878230251,2.3243825337826105,247.0,70.70925070088025,0.1605875152998776
Ghee,585.14,11.22,28443.6554,109,44.88,2020,5,27,2,2,23,86,16.608695652173914,188.0,6.563383492932056,43.34753878230251,2.5305081853070757,294.0,44.276704131336324,0.1931243680485339
Curd,212.47,10.055,9569.6488,5,40.22,2021,7,19,0,3,5,0,29.8,196.0,34.57142857142857,69.91022195694126,0.8619834710743803,249.14285714285714,39.21535920875862,29.8
Yogurt,28.96,9.0425,1041.112,24,36.17,2020,6,4,3,2,3,21,7.666666666666667,178.0,9.954545454545455,44.4674005868485,0.7701674277016742,155.57142857142858,57.62585415815926,0.3650793650793651
Ice Cream,401.64,16.1125,25608.5664,27,64.45,2019,2,4,0,1,27,0,0.2222222222222222,177.0,9.125,72.25225364557888,0.0243531202435312,276.57142857142856,39.885494812129714,0.2222222222222222
Ice Cream,262.57,22.32,22822.5844,26,89.28,2021,5,13,3,2,26,0,5.038461538461538,177.0,9.125,72.25225364557888,0.5521601685985248,199.57142857142858,94.931255021169,5.038461538461538
Lassi,7.45,10.725,309.026,16,42.9,2020,5,22,4,2,6,10,0.16666666666666666,192.0,15.75,49.63685879040302,0.010582010582010581,185.14285714285714,15.13846513507707,0.016666666666666666
Ice Cream,987.59,7.9025,32155.930400000005,30,31.61,2020,3,4,2,1,7,23,113.57142857142857,177.0,9.125,72.25225364557888,12.446183953033268,302.0,27.98014051352803,4.937888198757764
Paneer,707.74,18.37,48586.351,11,73.48,2021,2,9,1,1,11,0,61.09090909090909,182.0,18.88888888888889,39.60277158687125,3.2342245989304814,288.0,25.97957563681851,61.09090909090909
Cheese,691.73,3.5475,12063.7712,63,14.19,2021,10,3,6,4,6,57,76.0,194.0,7.842105263157895,56.94558885722439,9.691275167785234,264.57142857142856,61.43451097654682,1.3333333333333333
Lassi,76.32,11.0525,3010.824,17,44.21,2021,12,15,2,4,17,0,3.6470588235294117,192.0,15.75,49.63685879040302,0.2315592903828198,378.85714285714283,91.13330603354095,3.6470588235294117
Cheese,76.49,21.9925,6825.2027,34,87.97,2020,1,25,5,1,28,6,1.8928571428571428,194.0,7.842105263157895,56.94558885722439,0.24137104506232024,262.2857142857143,47.63962483433812,0.31547619047619047
Buttermilk,835.23,19.235,66292.2051,14,76.94,2022,3,16,2,1,6,8,53.0,152.0,18.0,48.52413783860662,2.9444444444444446,161.71428571428572,35.24982003251589,6.625
Curd,617.7,14.33,33046.950000000004,5,57.32,2022,8,29,0,3,5,0,91.0,196.0,34.57142857142857,69.91022195694126,2.632231404958678,414.7142857142857,124.4520493391122,91.0
Paneer,885.25,13.7125,50822.2025,11,54.85,2021,12,20,0,4,6,5,114.33333333333333,182.0,18.88888888888889,39.60277158687125,6.052941176470588,272.2857142857143,41.899535739905225,22.866666666666667
Buttermilk,277.99,3.025,3925.2188,9,12.1,2019,2,10,6,1,9,0,9.444444444444445,152.0,18.0,48.52413783860662,0.5246913580246914,387.0,26.256946246408635,9.444444444444445
Cheese,326.65,11.4125,14114.5465,70,45.65,2019,6,19,2,2,31,39,0.6451612903225806,194.0,7.842105263157895,56.94558885722439,0.0822688893699935,434.42857142857144,17.902378599111444,0.016542597187758478
Milk,333.06,11.1725,14301.5964,24,44.69,2019,4,28,6,2,22,2,9.181818181818182,202.0,29.043478260869566,164.33150316519354,0.3161404463799673,271.2857142857143,208.87540979115556,4.590909090909091
Cheese,434.91,19.5475,32679.137400000003,38,78.19,2022,5,19,3,2,38,0,3.526315789473684,194.0,7.842105263157895,56.94558885722439,0.44966442953020136,293.57142857142856,22.360169609118195,3.526315789473684
Curd,858.6,24.475,84649.37400000001,6,97.9,2019,1,13,6,1,6,0,5.166666666666667,196.0,34.57142857142857,69.91022195694126,0.1494490358126722,97.85714285714286,44.43556072012025,5.166666666666667
Ice Cream,656.52,10.37,28105.6212,22,41.48,2021,2,21,6,1,22,0,12.727272727272727,177.0,9.125,72.25225364557888,1.3947696139476962,194.71428571428572,39.885494812129714,12.727272727272727
Butter,817.4,23.715,76075.41799999999,26,94.86,2019,5,24,4,2,12,14,29.166666666666668,217.0,8.947368421052632,54.71471100437881,3.259803921568627,210.0,41.44417673170085,2.0833333333333335
Cheese,811.35,9.845,34247.0835,62,39.38,2020,1,28,1,1,8,54,18.125,194.0,7.842105263157895,56.94558885722439,2.311241610738255,282.57142857142856,47.63962483433812,0.33564814814814814
Cheese,736.8,16.1025,49564.53599999999,63,64.41,2020,2,27,3,1,46,17,9.369565217391305,194.0,7.842105263157895,56.94558885722439,1.1947767726874816,150.57142857142858,19.956558294996615,0.551150895140665
Milk,791.02,23.675,76531.185,26,94.7,2019,4,12,4,2,23,3,33.130434782608695,202.0,29.043478260869566,164.33150316519354,1.1407185628742516,427.0,208.87540979115556,11.043478260869565
Curd,842.68,19.705,64380.752,6,78.82,2020,1,22,2,1,6,0,46.666666666666664,196.0,34.57142857142857,69.91022195694126,1.3498622589531681,269.0,44.43556072012025,46.666666666666664
Curd,941.77,20.9375,76104.4337,7,83.75,2021,3,28,6,1,7,0,34.57142857142857,196.0,34.57142857142857,69.91022195694126,1.0,169.85714285714286,85.70308998374571,34.57142857142857
Butter,718.82,11.7875,37026.4182,37,47.15,2019,6,3,0,2,37,0,8.54054054054054,217.0,8.947368421052632,54.71471100437881,0.9545310015898251,254.71428571428572,16.70396021691645,8.54054054054054
Curd,82.66,5.4875,1543.2622,6,21.95,2020,7,18,5,3,6,0,11.333333333333334,196.0,34.57142857142857,69.91022195694126,0.32782369146005513,208.14285714285714,39.21535920875862,11.333333333333334
Yogurt,858.86,13.82,44153.9926,29,55.28,2022,8,3,2,3,29,0,1.6206896551724137,178.0,9.954545454545455,44.4674005868485,0.16280900645567628,169.71428571428572,11.206689153771064,1.6206896551724137
Butter,392.01,4.8175,7671.6357,37,19.27,2020,7,24,4,3,37,0,0.9459459459459459,217.0,8.947368421052632,54.71471100437881,0.10572337042925277,189.0,21.99658905696661,0.9459459459459459
